TIME,GEO,UNIT,PRODUCT,INDIC_NRG,Value
2008,Slowakei,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,28962
2008,Finnland,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,77435
2008,Schweden,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,150036
2008,Vereinigtes Königreich,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,388990
2008,Norwegen,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,142134
2008,Türkei,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,198418
2009,Belgien,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,91225
2009,Tschechische Republik,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,82250
2009,Dänemark,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,36383
2009,Deutschland (bis 1990 früheres Gebiet der BRD),Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,590367
2009,Estland,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,8779
2009,Irland,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,28313
2009,Griechenland,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,61365
2009,Spanien,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,294620
2009,Frankreich,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,535850
2009,Kroatien,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,12776
2009,Italien,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,292641
2009,Zypern,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,5215
2009,Lettland,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,5569
2009,Litauen,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,15358
2009,Luxemburg,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,3878
2009,Ungarn,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,35908
2009,Malta,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,2168
2009,Österreich,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,69080
2009,Polen,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,151720
2009,Portugal,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,50208
2009,Rumänien,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,58014
2009,Slowenien,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,16401
2009,Slowakei,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,26155
2009,Finnland,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,72062
2009,Schweden,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,136729
2009,Vereinigtes Königreich,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,376775
2009,Norwegen,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,131773
2009,Türkei,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,194813
2010,Belgien,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,95120
2010,Tschechische Republik,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,85910
2010,Dänemark,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,38792
2010,Deutschland (bis 1990 früheres Gebiet der BRD),Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,628984
2010,Estland,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,12964
2010,Irland,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,28612
2010,Griechenland,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,57392
2010,Spanien,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,301527
2010,Frankreich,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,569103
2010,Kroatien,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,14105
2010,Italien,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,302063
2010,Zypern,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,5322
2010,Lettland,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,6627
2010,Litauen,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,5749
2010,Luxemburg,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,4592
2010,Ungarn,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,37371
2010,Malta,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,2113
2010,Österreich,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,71125
2010,Polen,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,157657
2010,Portugal,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,54091
2010,Rumänien,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,60979
2010,Slowenien,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,16433
2010,Slowakei,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,27858
2010,Finnland,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,80668
2010,Schweden,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,148609
2010,Vereinigtes Königreich,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,381771
2010,Norwegen,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,123640
2010,Türkei,Gigawattstunde,Elektrizität,Bruttoelektrizitätserzeugung insgesamt,211208
